,SQ,RQ,PQ
80,18.18181872367859,2.0871708169579506,2.0871708169579506
81,18.18181872367859,2.0885707810521126,2.0885707810521126
82,18.18181872367859,2.0897921174764633,2.0897921174764633
83,18.18181872367859,2.09085363894701,2.09085363894701
84,18.18181872367859,2.0917562767863274,2.0917562767863274
85,18.18181872367859,2.0924968644976616,2.0924968644976616
86,18.18181872367859,2.0930828526616096,2.0930828526616096
87,18.18181872367859,2.0935282111167908,2.0935282111167908
88,18.18181872367859,2.093842625617981,2.093842625617981
89,18.18181872367859,2.094028703868389,2.094028703868389
90,18.18181872367859,2.0940927788615227,2.0940927788615227
91,18.18181872367859,2.0940395072102547,2.0940395072102547
92,18.18181872367859,2.0938826724886894,2.0938826724886894
93,18.18181872367859,2.0936116576194763,2.0936116576194763
94,18.18181872367859,2.0932497456669807,2.0932497456669807
95,18.18181872367859,2.0927906036376953,2.0927906036376953
96,18.18181872367859,2.0922284573316574,2.0922284573316574
97,18.18181872367859,2.09158044308424,2.09158044308424
98,18.18181872367859,2.0908480510115623,2.0908480510115623
99,18.18181872367859,2.0900314673781395,2.0900314673781395
100,18.18181872367859,2.089134603738785,2.089134603738785
101,18.18181872367859,2.088170126080513,2.088170126080513
102,18.18181872367859,2.0871350541710854,2.0871350541710854
103,18.18181872367859,2.086026594042778,2.086026594042778
104,18.18181872367859,2.084866538643837,2.084866538643837
105,18.18181872367859,2.0836321637034416,2.0836321637034416
106,18.18181872367859,2.0823419094085693,2.0823419094085693
107,18.18181872367859,2.080995589494705,2.080995589494705
108,18.18181872367859,2.0795948803424835,2.0795948803424835
109,18.18181872367859,2.078140713274479,2.078140713274479
110,18.18181872367859,2.0766429603099823,2.0766429603099823
111,18.18181872367859,2.075105160474777,2.075105160474777
112,18.18181872367859,2.073519676923752,2.073519676923752
113,18.18181872367859,2.071884833276272,2.071884833276272
114,15.384615957736969,1.756129041314125,1.756129041314125
115,15.384615957736969,1.758972741663456,1.758972741663456
116,15.384615957736969,1.7616907134652138,1.7616907134652138
117,15.384615957736969,1.7642922699451447,1.7642922699451447
118,15.384615957736969,1.766785979270935,1.766785979270935
119,15.384615957736969,1.7691893503069878,1.7691893503069878
120,15.384615957736969,1.7714954912662506,1.7714954912662506
121,15.384615957736969,1.773669570684433,1.773669570684433
122,15.384615957736969,1.7757706344127655,1.7757706344127655
123,15.384615957736969,1.7777767032384872,1.7777767032384872
124,15.384615957736969,1.779688149690628,1.779688149690628
125,15.384615957736969,1.7814937978982925,1.7814937978982925
126,15.384615957736969,1.7832137644290924,1.7832137644290924
127,15.384615957736969,1.7848636955022812,1.7848636955022812
128,15.384615957736969,1.7864374443888664,1.7864374443888664
129,15.384615957736969,1.7879260703921318,1.7879260703921318
130,15.384615957736969,1.7893563956022263,1.7893563956022263
131,15.384615957736969,1.7907116562128067,1.7907116562128067
132,15.384615957736969,1.791987381875515,1.791987381875515
133,15.384615957736969,1.793181523680687,1.793181523680687
134,15.384615957736969,1.7943354323506355,1.7943354323506355
135,15.384615957736969,1.795419305562973,1.795419305562973
136,15.384615957736969,1.7964433878660202,1.7964433878660202
137,15.384615957736969,1.7974091693758965,1.7974091693758965
138,15.384615957736969,1.7983077093958855,1.7983077093958855
139,15.384615957736969,1.7991544678807259,1.7991544678807259
140,15.384615957736969,1.7999399453401566,1.7999399453401566
141,15.384615957736969,1.8006708472967148,1.8006708472967148
142,15.384615957736969,1.8013587221503258,1.8013587221503258
143,15.384615957736969,1.801992952823639,1.801992952823639
144,15.384615957736969,1.802576519548893,1.802576519548893
145,15.384615957736969,1.8031131476163864,1.8031131476163864
146,15.384615957736969,1.8036045134067535,1.8036045134067535
147,15.384615957736969,1.8040526658296585,1.8040526658296585
148,15.384615957736969,1.8044596537947655,1.8044596537947655
149,15.384615957736969,1.8048107624053955,1.8048107624053955
150,15.384615957736969,1.8051236867904663,1.8051236867904663
151,15.384615957736969,1.8054153770208359,1.8054153770208359
152,15.384615957736969,1.8038105219602585,1.8038105219602585
153,15.384615957736969,1.8021989613771439,1.8021989613771439
154,15.384615957736969,1.800580881536007,1.800580881536007
155,15.384615957736969,1.7989549785852432,1.7989549785852432
156,15.384615957736969,1.797323301434517,1.797323301434517
157,15.384615957736969,1.7956830561161041,1.7956830561161041
158,15.384615957736969,1.7940392717719078,1.7940392717719078
159,15.384615957736969,1.7923977226018906,1.7923977226018906
160,15.384615957736969,1.7907531931996346,1.7907531931996346
161,15.384615957736969,1.7891045659780502,1.7891045659780502
162,15.384615957736969,1.7874427139759064,1.7874427139759064
163,15.384615957736969,1.7857804894447327,1.7857804894447327
164,15.384615957736969,1.7841152846813202,1.7841152846813202
165,15.384615957736969,1.7824472859501839,1.7824472859501839
166,15.384615957736969,1.7807785421609879,1.7807785421609879
167,15.384615957736969,1.7791073769330978,1.7791073769330978
168,15.384615957736969,1.7774386331439018,1.7774386331439018
169,15.384615957736969,1.7757637426257133,1.7757637426257133
170,15.384615957736969,1.7740841954946518,1.7740841954946518
171,15.384615957736969,1.7724109813570976,1.7724109813570976
172,15.384615957736969,1.7707306891679764,1.7707306891679764
173,15.384615957736969,1.7690492793917656,1.7690492793917656
174,15.384615957736969,1.767367497086525,1.767367497086525
175,15.384615957736969,1.7656851559877396,1.7656851559877396
176,15.384615957736969,1.7640024423599243,1.7640024423599243
177,15.384615957736969,1.762319728732109,1.762319728732109
178,15.384615957736969,1.7606370151042938,1.7606370151042938
179,15.384615957736969,1.7589546740055084,1.7589546740055084
180,15.384615957736969,1.757269911468029,1.757269911468029
181,15.384615957736969,1.7555883154273033,1.7555883154273033
182,15.384615957736969,1.7539063468575478,1.7539063468575478
183,15.384615957736969,1.752225123345852,1.752225123345852
184,15.384615957736969,1.750543899834156,1.750543899834156
185,15.384615957736969,1.7488721758127213,1.7488721758127213
186,15.384615957736969,1.7471933737397194,1.7471933737397194
187,15.384615957736969,1.7455244436860085,1.7455244436860085
188,15.384615957736969,1.743857003748417,1.743857003748417
189,15.384615957736969,1.7421886324882507,1.7421886324882507
190,30.769231915473938,1.80326197296381,1.80326197296381
191,30.769231915473938,1.8600419163703918,1.8600419163703918
192,30.769231915473938,1.9131319597363472,1.9131319597363472
193,30.769231915473938,1.9629817456007004,1.9629817456007004
194,30.769231915473938,2.0099787041544914,2.0099787041544914
195,30.769231915473938,2.0541083067655563,2.0541083067655563
196,30.769231915473938,2.0962946116924286,2.0962946116924286
197,30.769231915473938,2.1364381536841393,2.1364381536841393
198,30.769231915473938,2.174728363752365,2.174728363752365
199,30.769231915473938,2.211335115134716,2.211335115134716
200,30.769231915473938,2.246149070560932,2.246149070560932
201,30.769231915473938,2.279823273420334,2.279823273420334
202,30.769231915473938,2.3121921345591545,2.3121921345591545
203,30.769231915473938,2.343110367655754,2.343110367655754
204,30.769231915473938,2.373153157532215,2.373153157532215
205,30.769231915473938,2.402147836983204,2.402147836983204
206,30.769231915473938,2.430146560072899,2.430146560072899
207,30.769231915473938,2.4570317938923836,2.4570317938923836
208,30.769231915473938,2.483273483812809,2.483273483812809
209,30.769231915473938,2.508685737848282,2.508685737848282
210,30.769231915473938,2.5331543758511543,2.5331543758511543
211,30.769231915473938,2.5570984929800034,2.5570984929800034
212,30.769231915473938,2.580355852842331,2.580355852842331
213,30.769231915473938,2.602960355579853,2.602960355579853
214,30.769231915473938,2.6249466463923454,2.6249466463923454
215,30.769231915473938,2.646344155073166,2.646344155073166
216,30.769231915473938,2.667175605893135,2.667175605893135
217,30.769231915473938,2.6874758303165436,2.6874758303165436
218,30.769231915473938,2.707248739898205,2.707248739898205
219,30.769231915473938,2.726542204618454,2.726542204618454
220,30.769231915473938,2.7453703805804253,2.7453703805804253
221,30.769231915473938,2.763749100267887,2.763749100267887
222,30.769231915473938,2.7816951274871826,2.7816951274871826
223,30.769231915473938,2.7992160990834236,2.7992160990834236
224,30.769231915473938,2.816348522901535,2.816348522901535
225,30.769231915473938,2.8330985456705093,2.8330985456705093
226,30.769231915473938,2.8494659811258316,2.8494659811258316
227,30.769231915473938,2.8654932975769043,2.8654932975769043
228,30.769231915473938,2.8607171028852463,2.8607171028852463
229,30.769231915473938,2.855994552373886,2.855994552373886
230,30.769231915473938,2.8513221070170403,2.8513221070170403
231,30.769231915473938,2.8466999530792236,2.8466999530792236
232,30.769231915473938,2.8421275317668915,2.8421275317668915
233,30.769231915473938,2.837599255144596,2.837599255144596
234,30.769231915473938,2.8331169858574867,2.8331169858574867
235,30.769231915473938,2.8286857530474663,2.8286857530474663
236,30.769231915473938,2.8242982923984528,2.8242982923984528
237,30.769231915473938,2.819959633052349,2.819959633052349
238,30.769231915473938,2.815662696957588,2.815662696957588
239,30.769231915473938,2.811409719288349,2.811409719288349
240,30.769231915473938,2.807200886309147,2.807200886309147
241,30.769231915473938,2.803036943078041,2.803036943078041
242,30.769231915473938,2.798912115395069,2.798912115395069
243,30.769231915473938,2.7948303148150444,2.7948303148150444
244,30.769231915473938,2.790786884725094,2.790786884725094
245,30.769231915473938,2.7867862954735756,2.7867862954735756
246,30.769231915473938,2.782822959125042,2.782822959125042
247,30.769231915473938,2.778901532292366,2.778901532292366
248,30.769231915473938,2.775013819336891,2.775013819336891
249,30.769231915473938,2.7711642906069756,2.7711642906069756
250,30.769231915473938,2.767353504896164,2.767353504896164
251,30.769231915473938,2.7635792270302773,2.7635792270302773
252,30.769231915473938,2.7598412707448006,2.7598412707448006
253,30.769231915473938,2.756138890981674,2.756138890981674
254,30.769231915473938,2.752469666302204,2.752469666302204
255,30.769231915473938,2.7488334104418755,2.7488334104418755
256,30.769231915473938,2.745233289897442,2.745233289897442
257,30.769231915473938,2.741662785410881,2.741662785410881
258,30.769231915473938,2.7381297200918198,2.7381297200918198
259,30.769231915473938,2.7346296235919,2.7346296235919
260,30.769231915473938,2.7311595156788826,2.7311595156788826
261,30.769231915473938,2.7277234941720963,2.7277234941720963
262,30.769231915473938,2.7243176475167274,2.7243176475167274
263,30.769231915473938,2.7209388092160225,2.7209388092160225
264,30.769231915473938,2.71759070456028,2.71759070456028
265,30.769231915473938,2.7142729610204697,2.7142729610204697
266,33.33333432674408,2.3500410839915276,2.3500410839915276
267,33.33333432674408,2.347717434167862,2.347717434167862
268,33.33333432674408,2.345395088195801,2.345395088195801
269,33.33333432674408,2.3430773988366127,2.3430773988366127
270,33.33333432674408,2.3407669737935066,2.3407669737935066
271,33.33333432674408,2.338460274040699,2.338460274040699
272,33.33333432674408,2.3361537605524063,2.3361537605524063
273,33.33333432674408,2.333856374025345,2.333856374025345
274,33.33333432674408,2.3315636441111565,2.3315636441111565
275,33.33333432674408,2.329275757074356,2.329275757074356
276,33.33333432674408,2.3269927129149437,2.3269927129149437
277,33.33333432674408,2.3247161880135536,2.3247161880135536
278,33.33333432674408,2.3224446922540665,2.3224446922540665
279,33.33333432674408,2.320174314081669,2.320174314081669
280,33.33333432674408,2.317912131547928,2.317912131547928
281,33.33333432674408,2.31565497815609,2.31565497815609
282,33.33333432674408,2.3134009912610054,2.3134009912610054
283,33.33333432674408,2.3111535236239433,2.3111535236239433
284,33.33333432674408,2.308906801044941,2.308906801044941
285,33.33333432674408,2.3066673427820206,2.3066673427820206
286,33.33333432674408,2.304433472454548,2.304433472454548
287,33.33333432674408,2.3022016510367393,2.3022016510367393
288,33.33333432674408,2.299976907670498,2.299976907670498
289,33.33333432674408,2.2977566346526146,2.2977566346526146
290,33.33333432674408,2.295541949570179,2.295541949570179
291,33.33333432674408,2.2933337837457657,2.2933337837457657
292,33.33333432674408,2.2911299020051956,2.2911299020051956
293,33.33333432674408,2.2889306768774986,2.2889306768774986
294,33.33333432674408,2.286738157272339,2.286738157272339
295,33.33333432674408,2.2845514118671417,2.2845514118671417
296,33.33333432674408,2.2823652252554893,2.2823652252554893
297,33.33333432674408,2.2801853716373444,2.2801853716373444
298,33.33333432674408,2.278011664748192,2.278011664748192
299,33.33333432674408,2.275838330388069,2.275838330388069
300,33.33333432674408,2.273675613105297,2.273675613105297
301,33.33333432674408,2.2715162485837936,2.2715162485837936
302,33.33333432674408,2.269361726939678,2.269361726939678
303,33.33333432674408,2.2672124207019806,2.2672124207019806
304,33.33333432674408,2.2606201469898224,2.2606201469898224
305,33.33333432674408,2.254069223999977,2.254069223999977
306,33.33333432674408,2.247556298971176,2.247556298971176
307,33.33333432674408,2.2410834208130836,2.2410834208130836
308,33.33333432674408,2.2346489131450653,2.2346489131450653
309,33.33333432674408,2.2282540798187256,2.2282540798187256
310,33.33333432674408,2.22189798951149,2.22189798951149
311,33.33333432674408,2.21557654440403,2.21557654440403
312,33.33333432674408,2.2092942148447037,2.2092942148447037
313,33.33333432674408,2.203049510717392,2.203049510717392
314,33.33333432674408,2.1968426182866096,2.1968426182866096
315,33.33333432674408,2.190669998526573,2.190669998526573
316,33.33333432674408,2.184535376727581,2.184535376727581
317,33.33333432674408,2.178436517715454,2.178436517715454
318,33.33333432674408,2.1723734214901924,2.1723734214901924
319,33.33333432674408,2.1663449704647064,2.1663449704647064
320,33.33333432674408,2.160351537168026,2.160351537168026
321,33.33333432674408,2.1543920040130615,2.1543920040130615
322,33.33333432674408,2.1484674885869026,2.1484674885869026
323,33.33333432674408,2.1425750106573105,2.1425750106573105
324,33.33333432674408,2.13671512901783,2.13671512901783
325,33.33333432674408,2.130890265107155,2.130890265107155
326,33.33333432674408,2.125098556280136,2.125098556280136
327,33.33333432674408,2.119339443743229,2.119339443743229
328,33.33333432674408,2.113611064851284,2.113611064851284
329,33.33333432674408,2.107914537191391,2.107914537191391
330,33.33333432674408,2.1022481843829155,2.1022481843829155
331,33.33333432674408,2.096615359187126,2.096615359187126
332,33.33333432674408,2.0910149440169334,2.0910149440169334
333,33.33333432674408,2.085447683930397,2.085447683930397
334,33.33333432674408,2.079908363521099,2.079908363521099
335,33.33333432674408,2.0744018256664276,2.0744018256664276
336,33.33333432674408,2.068926580250263,2.068926580250263
337,33.33333432674408,2.0634811371564865,2.0634811371564865
338,33.33333432674408,2.058062329888344,2.058062329888344
339,33.33333432674408,2.0526761189103127,2.0526761189103127
340,33.33333432674408,2.04731747508049,2.04731747508049
341,33.33333432674408,2.0419891923666,2.0419891923666
342,33.33333432674408,2.041480131447315,2.041480131447315
343,33.33333432674408,2.040964551270008,2.040964551270008
344,33.33333432674408,2.0404398441314697,2.0404398441314697
345,33.33333432674408,2.039908245205879,2.039908245205879
346,33.33333432674408,2.0393693819642067,2.0393693819642067
347,33.33333432674408,2.0388228818774223,2.0388228818774223
348,33.33333432674408,2.0382780581712723,2.0382780581712723
349,33.33333432674408,2.0377181470394135,2.0377181470394135
350,33.33333432674408,2.0371537655591965,2.0371537655591965
351,33.33333432674408,2.036580815911293,2.036580815911293
352,33.33333432674408,2.0360026508569717,2.0360026508569717
353,33.33333432674408,2.035418339073658,2.035418339073658
354,33.33333432674408,2.0348377525806427,2.0348377525806427
355,33.33333432674408,2.034241519868374,2.034241519868374
356,33.33333432674408,2.033640071749687,2.033640071749687
357,33.33333432674408,2.0330334082245827,2.0330334082245827
358,33.33333432674408,2.0324211567640305,2.0324211567640305
359,33.33333432674408,2.0318038761615753,2.0318038761615753
360,33.33333432674408,2.031191438436508,2.031191438436508
361,33.33333432674408,2.030564472079277,2.030564472079277
362,33.33333432674408,2.0299404859542847,2.0299404859542847
363,33.33333432674408,2.0293040201067924,2.0293040201067924
364,33.33333432674408,2.0286638289690018,2.0286638289690018
365,33.33333432674408,2.0280349999666214,2.0280349999666214
366,33.33333432674408,2.027401886880398,2.027401886880398
367,33.33333432674408,2.0267628133296967,2.0267628133296967
368,33.33333432674408,2.026105672121048,2.026105672121048
369,33.33333432674408,2.0254449918866158,2.0254449918866158
370,33.33333432674408,2.024778723716736,2.024778723716736
371,33.33333432674408,2.024119161069393,2.024119161069393
372,33.33333432674408,2.0234473049640656,2.0234473049640656
373,33.33333432674408,2.0227717235684395,2.0227717235684395
374,33.33333432674408,2.022099122405052,2.022099122405052
375,33.33333432674408,2.021416462957859,2.021416462957859
376,33.33333432674408,2.02073622494936,2.02073622494936
377,33.33333432674408,2.0200468599796295,2.0200468599796295
378,33.33333432674408,2.019355073571205,2.019355073571205
379,33.33333432674408,2.018660306930542,2.018660306930542
380,31.25,1.8917802721261978,1.8917802721261978
381,31.25,1.891063153743744,1.891063153743744
382,31.25,1.8903493881225586,1.8903493881225586
383,31.25,1.889636181294918,1.889636181294918
384,31.25,1.8889235332608223,1.8889235332608223
385,31.25,1.888212002813816,1.888212002813816
386,31.25,1.8874993547797203,1.8874993547797203
387,31.25,1.886790618300438,1.886790618300438
388,31.25,1.8860749900341034,1.8860749900341034
389,31.25,1.8853642046451569,1.8853642046451569
390,31.25,1.884656772017479,1.884656772017479
391,31.25,1.8839500844478607,1.8839500844478607
392,31.25,1.8832439556717873,1.8832439556717873
393,31.25,1.8825404345989227,1.8825404345989227
394,31.25,1.8818361684679985,1.8818361684679985
395,31.25,1.8811322748661041,1.8811322748661041
396,31.25,1.8804237246513367,1.8804237246513367
397,31.25,1.879723183810711,1.879723183810711
398,31.25,1.8790164962410927,1.8790164962410927
399,31.25,1.878310739994049,1.878310739994049
400,31.25,1.8776150420308113,1.8776150420308113
401,31.25,1.8769202753901482,1.8769202753901482
402,31.25,1.8762243911623955,1.8762243911623955
403,31.25,1.8755294382572174,1.8755294382572174
404,31.25,1.874835230410099,1.874835230410099
405,31.25,1.8741389736533165,1.8741389736533165
406,31.25,1.873447373509407,1.873447373509407
407,31.25,1.8727565184235573,1.8727565184235573
408,31.25,1.8720593303442001,1.8720593303442001
409,31.25,1.8713701516389847,1.8713701516389847
410,31.25,1.8706820905208588,1.8706820905208588
411,31.25,1.8699947744607925,1.8699947744607925
412,31.25,1.869300752878189,1.869300752878189
413,31.25,1.8686100840568542,1.8686100840568542
414,31.25,1.8679240718483925,1.8679240718483925
415,31.25,1.8672335892915726,1.8672335892915726
416,31.25,1.8665464594960213,1.8665464594960213
417,31.25,1.8658576533198357,1.8658576533198357
418,31.25,1.8648464232683182,1.8648464232683182
419,31.25,1.8638283014297485,1.8638283014297485
420,31.25,1.8628176301717758,1.8628176301717758
421,31.25,1.861807331442833,1.861807331442833
422,31.25,1.86079740524292,1.86079740524292
423,31.25,1.8597865477204323,1.8597865477204323
424,31.25,1.8587753176689148,1.8587753176689148
425,31.25,1.857752911746502,1.857752911746502
426,31.25,1.856735534965992,1.856735534965992
427,31.25,1.8557209521532059,1.8557209521532059
428,31.25,1.8547141924500465,1.8547141924500465
429,31.25,1.8537070602178574,1.8537070602178574
430,31.25,1.8526999279856682,1.8526999279856682
431,31.25,1.851695030927658,1.851695030927658
432,31.25,1.850690320134163,1.850690320134163
433,31.25,1.849675364792347,1.849675364792347
434,31.25,1.8486717715859413,1.8486717715859413
435,31.25,1.8476691097021103,1.8476691097021103
436,31.25,1.8466681241989136,1.8466681241989136
437,31.25,1.8456632271409035,1.8456632271409035
438,31.25,1.844664104282856,1.844664104282856
439,31.25,1.8436528742313385,1.8436528742313385
440,31.25,1.8426556140184402,1.8426556140184402
441,31.25,1.8416594713926315,1.8416594713926315
442,31.25,1.8406640738248825,1.8406640738248825
443,31.25,1.8396703526377678,1.8396703526377678
444,31.25,1.8386775627732277,1.8386775627732277
445,31.25,1.837678998708725,1.837678998708725
446,31.25,1.8366752192378044,1.8366752192378044
447,31.25,1.8356725573539734,1.8356725573539734
448,31.25,1.8346766009926796,1.8346766009926796
449,31.25,1.8336787819862366,1.8336787819862366
450,31.25,1.8326783552765846,1.8326783552765846
451,31.25,1.8316805362701416,1.8316805362701416
452,31.25,1.8306892365217209,1.8306892365217209
453,31.25,1.8296938389539719,1.8296938389539719
454,31.25,1.8286999315023422,1.8286999315023422
455,31.25,1.82771235704422,1.82771235704422
456,31.25,1.8255148082971573,1.8255148082971573
457,31.25,1.8233232200145721,1.8233232200145721
458,31.25,1.8211374059319496,1.8211374059319496
459,31.25,1.8189582973718643,1.8189582973718643
460,31.25,1.8167857080698013,1.8167857080698013
461,31.25,1.8146190792322159,1.8146190792322159
462,31.25,1.8124621361494064,1.8124621361494064
463,31.25,1.8103105947375298,1.8103105947375298
464,31.25,1.8081644549965858,1.8081644549965858
465,31.25,1.8060263246297836,1.8060263246297836
466,31.25,1.8038945272564888,1.8038945272564888
467,31.25,1.8017690628767014,1.8017690628767014
468,31.25,1.7996486276388168,1.7996486276388168
469,31.25,1.7975345253944397,1.7975345253944397
470,31.25,1.7954269424080849,1.7954269424080849
471,31.25,1.7933255061507225,1.7933255061507225
472,31.25,1.7912304028868675,1.7912304028868675
473,31.25,1.78914163261652,1.78914163261652
474,31.25,1.7870591953396797,1.7870591953396797
475,31.25,1.784982718527317,1.784982718527317
476,31.25,1.7829125747084618,1.7829125747084618
477,31.25,1.780848577618599,1.780848577618599
478,31.25,1.778792031109333,1.778792031109333
479,31.25,1.7767414450645447,1.7767414450645447
480,31.25,1.7746968194842339,1.7746968194842339
481,31.25,1.7726585268974304,1.7726585268974304
482,31.25,1.7706260085105896,1.7706260085105896
483,31.25,1.7685972154140472,1.7685972154140472
484,31.25,1.7665764316916466,1.7665764316916466
485,31.25,1.7645638436079025,1.7645638436079025
486,31.25,1.762554794549942,1.762554794549942
487,31.25,1.7605502158403397,1.7605502158403397
488,31.25,1.7585525289177895,1.7585525289177895
489,31.25,1.7565594986081123,1.7565594986081123
490,31.25,1.754574105143547,1.754574105143547
491,31.25,1.7525922507047653,1.7525922507047653
492,31.25,1.750616729259491,1.750616729259491
493,31.25,1.7486479133367538,1.7486479133367538
494,29.411765933036804,1.6475290060043335,1.6475290060043335
495,29.411765933036804,1.649262011051178,1.649262011051178
496,29.411765933036804,1.6509860754013062,1.6509860754013062
497,29.411765933036804,1.6526993364095688,1.6526993364095688
498,29.411765933036804,1.6544049605727196,1.6544049605727196
499,29.411765933036804,1.6561007127165794,1.6561007127165794
500,29.411765933036804,1.6577869653701782,1.6577869653701782
501,29.411765933036804,1.6594640910625458,1.6594640910625458
502,29.411765933036804,1.661127619445324,1.661127619445324
503,29.411765933036804,1.6627809032797813,1.6627809032797813
504,29.411765933036804,1.664431393146515,1.664431393146515
505,29.411765933036804,1.666073314845562,1.666073314845562
506,29.411765933036804,1.6677062958478928,1.6677062958478928
507,29.411765933036804,1.6693305224180222,1.6693305224180222
508,29.411765933036804,1.670944131910801,1.670944131910801
509,29.411765933036804,1.6725491732358932,1.6725491732358932
510,29.411765933036804,1.6741415485739708,1.6741415485739708
511,29.411765933036804,1.6757294535636902,1.6757294535636902
512,29.411765933036804,1.6773100942373276,1.6773100942373276
513,29.411765933036804,1.6788773238658905,1.6788773238658905
514,29.411765933036804,1.680440828204155,1.680440828204155
515,29.411765933036804,1.6819912940263748,1.6819912940263748
516,29.411765933036804,1.6835389658808708,1.6835389658808708
517,29.411765933036804,1.6850795596837997,1.6850795596837997
518,29.411765933036804,1.686612144112587,1.686612144112587
519,29.411765933036804,1.6881372779607773,1.6881372779607773
520,29.411765933036804,1.6896530985832214,1.6896530985832214
521,29.411765933036804,1.691158302128315,1.691158302128315
522,29.411765933036804,1.6926590353250504,1.6926590353250504
523,29.411765933036804,1.6941474750638008,1.6941474750638008
524,29.411765933036804,1.6956329345703125,1.6956329345703125
525,29.411765933036804,1.697111316025257,1.697111316025257
526,29.411765933036804,1.6985805705189705,1.6985805705189705
527,29.411765933036804,1.700037345290184,1.700037345290184
528,29.411765933036804,1.701492816209793,1.701492816209793
529,29.411765933036804,1.7029359936714172,1.7029359936714172
530,29.411765933036804,1.704370602965355,1.704370602965355
531,29.411765933036804,1.7058029770851135,1.7058029770851135
532,29.411765933036804,1.7047949135303497,1.7047949135303497
533,29.411765933036804,1.7038129270076752,1.7038129270076752
534,29.411765933036804,1.7028558999300003,1.7028558999300003
